station_origin,station_destination,flows,population,jobs,distance
Rayners Lane,Blackhorse Road,1,3452,2955,25408.87556
Rayners Lane,Bond Street,37,3452,20967,19607.27135
Rayners Lane,Borough,0,3452,3254,24551.35135
Rayners Lane,Boston Manor,20,3452,892,15053.26086
Rayners Lane,Bow Road,2,3452,1193,28473.10443
Rayners Lane,Brixton,6,3452,5084,27175.54974
Rayners Lane,Caledonian Road,3,3452,1803,22383.95183
Rayners Lane,Camden Town,3,3452,6348,22586.21995
Rayners Lane,Canada Water,8,3452,20443,27114.10094
Rayners Lane,Canary Wharf,103,3452,58772,29205.52994
Rayners Lane,Canning Town,7,3452,15428,31253.32743
Rayners Lane,Cannon Street,7,3452,4698,23967.63094
Rayners Lane,Canons Park,13,3452,526,12918.05608
Rayners Lane,Chalfont & Latimer,2,3452,554,22528.40784
Rayners Lane,Chancery Lane,6,3452,15391,21873.43148
Rayners Lane,Charing Cross,10,3452,7016,21172.22232
Rayners Lane,Chesham,1,3452,243,28844.34423
Rayners Lane,Chiswick Park,22,3452,1517,12816.46901
Rayners Lane,Chorleywood,1,3452,702,19015.55455
Rayners Lane,Clapham Common,3,3452,2020,27183.87157
Rayners Lane,Clapham North,1,3452,1238,26541.11408
Rayners Lane,Clapham South,1,3452,1513,28436.1898
Rayners Lane,Colliers Wood,0,3452,865,32939.37095
Rayners Lane,Covent Garden,7,3452,4355,21340.63658
Rayners Lane,Croxley,2,3452,340,14977.1325
Rayners Lane,Dollis Hill,9,3452,847,10200.7309
Rayners Lane,Ealing Broadway,28,3452,4846,12080.19846
Rayners Lane,Ealing Common,92,3452,915,10514.90138
Rayners Lane,Earl's Court,53,3452,6613,18316.8533
Rayners Lane,East Acton,1,3452,1505,16689.11472
Rayners Lane,East Finchley,1,3452,1253,28961.54817
Rayners Lane,East Ham,0,3452,2062,33833.45683
Rayners Lane,East Putney,7,3452,1877,22582.37064
Rayners Lane,Eastcote,24,3452,364,1819.354378
Rayners Lane,Edgware Road,14,3452,6868,18897.83349
Rayners Lane,Elephant & Castle,7,3452,6427,23851.39081
Rayners Lane,Embankment,5,3452,10220,21512.55314
Rayners Lane,Euston Square,59,3452,8093,19309.77279
Rayners Lane,Farringdon,140,3452,25592,22207.2499
Rayners Lane,Finchley Road,103,3452,3417,14328.35588
Rayners Lane,Finsbury Park,6,3452,6769,23262.19775
Rayners Lane,Fulham Broadway,21,3452,4200,19827.00437
Rayners Lane,Gants Hill,1,3452,601,36709.5537
Rayners Lane,Gloucester Road,15,3452,5194,19226.97451
Rayners Lane,Goldhawk Road,2,3452,370,16923.81248
Rayners Lane,Great Portland Street,48,3452,6936,18689.81257
Rayners Lane,Green Park,20,3452,26754,20647.15028
Rayners Lane,Gunnersbury,2,3452,4775,15311.38443
Rayners Lane,Hammersmith,197,3452,18250,15918.22315
Rayners Lane,Harrow-on-the-Hill,146,3452,3019,2605.981127
Rayners Lane,Hatton Cross,12,3452,1219,23609.81156
Rayners Lane,Heathrow Terminal 4,0,3452,693,25486.14425
Rayners Lane,Heathrow Terminal 5,3,3452,975,28477.84098
Rayners Lane,Heathrow Terminals 2 & 3,3,3452,2406,26022.5625
Rayners Lane,High Street Kensington,5,3452,5427,19617.71341
Rayners Lane,Highbury & Islington,8,3452,25385,21204.85379
Rayners Lane,Highgate,0,3452,856,27212.52751
Rayners Lane,Hillingdon,24,3452,318,6534.571588
Rayners Lane,Holborn,27,3452,22346,21307.94776
Rayners Lane,Holland Park,2,3452,2063,20858.47975
Rayners Lane,Holloway Road,3,3452,1696,22999.24928
Rayners Lane,Hounslow Central,11,3452,708,19327.2542
Rayners Lane,Hounslow East,11,3452,843,18581.56982
Rayners Lane,Hounslow West,4,3452,401,20806.3379
Rayners Lane,Hyde Park Corner,3,3452,2410,21427.03958
Rayners Lane,Ickenham,20,3452,282,5410.134393
Rayners Lane,Kentish Town,0,3452,3404,23864.18559
Rayners Lane,Kew Gardens,2,3452,792,17091.66535
Rayners Lane,Kilburn,10,3452,1953,12631.89821
Rayners Lane,Kilburn Park,0,3452,823,21417.42445
Rayners Lane,King's Cross St. Pancras,59,3452,33330,20349.25147
Rayners Lane,Kingsbury,11,3452,1018,9978.753507
Rayners Lane,Knightsbridge,15,3452,6821,21279.12331
Rayners Lane,Ladbroke Grove,6,3452,2131,19102.80747
Rayners Lane,Lambeth North,3,3452,1319,22855.67052
Rayners Lane,Lancaster Gate,0,3452,1820,21509.30977
Rayners Lane,Latimer Road,2,3452,1109,18443.22693
Rayners Lane,Leicester Square,5,3452,8847,20975.10528
Rayners Lane,Leyton,0,3452,1447,30740.13027
Rayners Lane,Liverpool Street,86,3452,61122,23809.53566
Rayners Lane,London Bridge,50,3452,29930,24036.75748
Rayners Lane,Maida Vale,1,3452,949,21406.70328
Rayners Lane,Manor House,0,3452,1311,24378.31137
Rayners Lane,Mansion House,8,3452,7815,23719.45223
Rayners Lane,Marble Arch,2,3452,6145,20290.70759
Rayners Lane,Marylebone,1,3452,4250,18401.29145
Rayners Lane,Mile End,4,3452,3759,27848.17226
Rayners Lane,Moor Park,13,3452,550,12066.98185
Rayners Lane,Moorgate,78,3452,24574,23375.44821
Rayners Lane,Neasden,12,3452,732,9415.147887
Rayners Lane,North Acton,1,3452,3168,15508.5954
Rayners Lane,North Ealing,12,3452,332,9590.492923
Rayners Lane,North Greenwich,7,3452,6276,31035.31323
Rayners Lane,North Harrow,0,3452,190,4585.609849
Rayners Lane,Northfields,14,3452,864,14122.40871
Rayners Lane,Northwick Park,46,3452,1713,3909.112984
Rayners Lane,Northwood,11,3452,1018,9848.682737
Rayners Lane,Northwood Hills,3,3452,488,8262.013852
Rayners Lane,Notting Hill Gate,3,3452,5490,20578.35894
Rayners Lane,Old Street,12,3452,15897,23050.22495
Rayners Lane,Osterley,16,3452,521,17614.07515
Rayners Lane,Oval,2,3452,2544,24957.33767
Rayners Lane,Oxford Circus,26,3452,44368,19636.5838
Rayners Lane,Paddington,37,3452,20198,19686.46477
Rayners Lane,Park Royal,108,3452,1552,8490.834472
Rayners Lane,Parsons Green,2,3452,2711,20529.3427
Rayners Lane,Piccadilly Circus,17,3452,13641,20600.41388
Rayners Lane,Pimlico,4,3452,5585,23256.62824
Rayners Lane,Pinner,0,3452,292,6103.36526
Rayners Lane,Plaistow,0,3452,1049,31212.13236
Rayners Lane,Preston Road,17,3452,411,5642.246783
Rayners Lane,Putney Bridge,10,3452,2494,21523.80505
Rayners Lane,Queen's Park,0,3452,2167,20607.5935
Rayners Lane,Queensbury,9,3452,439,11224.74874
Rayners Lane,Ravenscourt Park,7,3452,1895,15083.64519
Rayners Lane,Richmond,29,3452,5397,19259.82861
Rayners Lane,Rickmansworth,2,3452,937,15464.20131
Rayners Lane,Royal Oak,3,3452,856,20623.76128
Rayners Lane,Ruislip,15,3452,257,3624.47941
Rayners Lane,Ruislip Manor,19,3452,408,2945.59343
Rayners Lane,Russell Square,6,3452,5172,21219.75217
Rayners Lane,Seven Sisters,2,3452,10191,26668.08614
Rayners Lane,Shepherd's Bush,0,3452,9890,19946.80033
Rayners Lane,Shepherd's Bush Market,1,3452,416,17363.1019
Rayners Lane,Sloane Square,11,3452,8229,21151.53036
Rayners Lane,South Ealing,6,3452,670,13669.46342
Rayners Lane,South Harrow,11,3452,387,1805.556706
Rayners Lane,South Kensington,34,3452,15325,19978.30799
Rayners Lane,Southfields,5,3452,1351,24213.25873
Rayners Lane,Southgate,0,3452,874,32469.62535
Rayners Lane,Southwark,38,3452,10326,22938.4084
Rayners Lane,St. James's Park,17,3452,13339,22631.67981
Rayners Lane,St. John's Wood,29,3452,3982,15943.64891
Rayners Lane,St. Paul's,13,3452,13446,22968.58267
Rayners Lane,Stamford Brook,2,3452,784,14374.35564
Rayners Lane,Stanmore,7,3452,983,14337.72556
Rayners Lane,Stepney Green,2,3452,1879,26818.89988
Rayners Lane,Stockwell,0,3452,1623,25588.8122
Rayners Lane,Stratford,19,3452,55954,28608.78735
Rayners Lane,Sudbury Hill,21,3452,277,3291.022365
Rayners Lane,Sudbury Town,21,3452,218,4908.07898
Rayners Lane,Swiss Cottage,13,3452,2598,14973.70862
Rayners Lane,Temple,3,3452,6780,22307.14714
Rayners Lane,Tooting Bec,0,3452,1239,30583.98982
Rayners Lane,Tooting Broadway,7,3452,4506,31658.95127
Rayners Lane,Tottenham Court Road,10,3452,19126,20510.88611
Rayners Lane,Tottenham Hale,1,3452,3239,26823.08129
Rayners Lane,Tower Hill,2,3452,8286,24657.83796
Rayners Lane,Tufnell Park,1,3452,557,24628.7866
Rayners Lane,Turnham Green,9,3452,1515,13764.06643
Rayners Lane,Turnpike Lane,0,3452,992,26699.97073
Rayners Lane,Upton Park,0,3452,1642,32533.211
Rayners Lane,Uxbridge,243,3452,4316,8678.966715
Rayners Lane,Vauxhall,17,3452,16242,24081.95649
Rayners Lane,Victoria,49,3452,33251,21856.75009
Rayners Lane,Walthamstow Central,2,3452,5271,26967.9393
Rayners Lane,Warren Street,1,3452,17309,20786.29825
Rayners Lane,Warwick Avenue,0,3452,1174,20619.09071
Rayners Lane,Waterloo,29,3452,23466,22281.98147
Rayners Lane,Watford,11,3452,961,17032.01102
Rayners Lane,Wembley Park,103,3452,5759,7061.981949
Rayners Lane,West Brompton,11,3452,5859,18884.24249
Rayners Lane,West Ham,0,3452,5487,30282.29686
Rayners Lane,West Hampstead,16,3452,5856,13647.51982
Rayners Lane,West Harrow,12,3452,122,1364.112436
Rayners Lane,West Kensington,6,3452,1345,17375.73138
Rayners Lane,Westbourne Park,3,3452,1347,19908.7474
Rayners Lane,Westminster,38,3452,15466,22070.93047
Rayners Lane,White City,1,3452,5966,18646.29923
Rayners Lane,Whitechapel,4,3452,17633,25738.7357
Rayners Lane,Willesden Green,8,3452,830,11446.84028
Rayners Lane,Willesden Junction,0,3452,4165,17870.71896
Rayners Lane,Wimbledon,20,3452,6295,27228.82077
Rayners Lane,Wimbledon Park,2,3452,596,25572.9085
Rayners Lane,Wood Green,3,3452,2146,27630.79636
Rayners Lane,Wood Lane,9,3452,1578,17889.36486
Rectory Road,Bethnal Green,18,953,4660,3938.323663
Rectory Road,Bruce Grove,8,953,350,4452.07925
Rectory Road,Bush Hill Park,3,953,176,9975.884616
Rectory Road,Cambridge Heath,19,953,458,3106.452075
Rectory Road,Camden Road,0,953,3784,11161.21987
Rectory Road,Cheshunt,0,953,116,17615.75313
Rectory Road,Clapham Junction,0,953,4969,20268.27555
Rectory Road,Edmonton Green,29,953,783,8063.879173
Rectory Road,Enfield Town,12,953,749,11382.75064
Rectory Road,Hackney Downs,5,953,835,1201.022377
Rectory Road,Hackney Wick,0,953,1263,10308.67014
Rectory Road,Highbury & Islington,0,953,25385,8583.041553
Rectory Road,Liverpool Street,457,953,61122,6346.615665
Rectory Road,London Fields,24,953,790,2127.035089
Rectory Road,Seven Sisters,334,953,10191,3119.809202
Rectory Road,Silver Street,14,953,953,6865.424497
Rectory Road,Southbury,4,953,538,11034.42863
Rectory Road,Stamford Hill,8,953,352,1994.725798
Rectory Road,Stoke Newington,0,953,479,783.2557143
Rectory Road,Stratford,0,953,55954,8735.746858
Rectory Road,Surrey Quays,0,953,1005,11428.63116
Rectory Road,Theobalds Grove,1,953,182,16075.8475
Rectory Road,Turkey Street,8,953,458,13736.00535
Rectory Road,Walthamstow Central,0,953,5271,6437.588143
Rectory Road,White Hart Lane,9,953,641,5665.503138
Rectory Road,Whitechapel,0,953,17633,8040.182027
Redbridge,Acton Town,0,2062,2202,29690.12112
Redbridge,Aldgate,5,2062,7782,13957.2154
Redbridge,Aldgate East,23,2062,7932,12520.79462
Redbridge,Angel,14,2062,8103,16149.74579
Redbridge,Archway,2,2062,2193,21901.88041
Redbridge,Baker Street,7,2062,14973,19115.06751
Redbridge,Balham,3,2062,3814,23464.21175
Redbridge,Bank and Monument,111,2062,78549,14182.98655
Redbridge,Barbican,14,2062,9134,14482.85968
Redbridge,Barking,3,2062,7004,14289.987
Redbridge,Barkingside,8,2062,262,4946.055304
Redbridge,Barons Court,2,2062,2956,24419.5901
Redbridge,Becontree,0,2062,456,17584.43939
Redbridge,Belsize Park,0,2062,2255,20897.65574
Redbridge,Bermondsey,7,2062,3172,15385.91037
Redbridge,Bethnal Green,36,2062,4660,11440.44579
Redbridge,Blackfriars,4,2062,10849,15420.74227
Redbridge,Bond Street,26,2062,20967,18918.85083
Redbridge,Borough,7,2062,3254,15584.30879
Redbridge,Bounds Green,0,2062,778,21978.33664
Redbridge,Bow Road,1,2062,1193,10072.95615
Redbridge,Brixton,6,2062,5084,21030.93709
Redbridge,Bromley-by-Bow,2,2062,1613,9528.777652
Redbridge,Buckhurst Hill,3,2062,228,9867.371723
Redbridge,Burnt Oak,0,2062,649,30569.01662
Redbridge,Caledonian Road,1,2062,1803,18159.05939
Redbridge,Camden Town,3,2062,6348,18865.77765
Redbridge,Canada Water,18,2062,20443,14396.39345
Redbridge,Canary Wharf,79,2062,58772,12125.69691
Redbridge,Canning Town,24,2062,15428,10011.61285
Redbridge,Cannon Street,1,2062,4698,14512.29926
Redbridge,Chalk Farm,1,2062,1329,19859.5548
Redbridge,Chancery Lane,58,2062,15391,16127.66259
Redbridge,Charing Cross,4,2062,7016,17307.70789
Redbridge,Chigwell,3,2062,148,9448.030047
Redbridge,Clapham Common,2,2062,2020,21039.25892
Redbridge,Clapham North,1,2062,1238,20396.50143
Redbridge,Clapham South,1,2062,1513,22291.57715
Redbridge,Colindale,1,2062,2081,29262.59457
Redbridge,Colliers Wood,1,2062,865,26794.7583
Redbridge,Covent Garden,3,2062,4355,17326.08687
Redbridge,Dagenham Heathway,1,2062,1108,19012.64016
Redbridge,Debden,7,2062,865,13754.96322
Redbridge,Dollis Hill,0,2062,847,25051.07904
Redbridge,Ealing Broadway,6,2062,4846,31795.37655
Redbridge,Earl's Court,3,2062,6613,22914.79203
Redbridge,East Acton,2,2062,1505,27186.46029
Redbridge,East Finchley,0,2062,1253,25241.10587
Redbridge,East Ham,3,2062,2062,11867.69207
Redbridge,East Putney,1,2062,1877,27180.30937
Redbridge,Edgware,0,2062,772,32087.1463
Redbridge,Edgware Road,2,2062,6868,20149.90788
Redbridge,Elephant & Castle,13,2062,6427,16405.44894
Redbridge,Elm Park,0,2062,269,22587.65631
Redbridge,Embankment,8,2062,10220,16967.37707
Redbridge,Epping,4,2062,498,19702.55806
Redbridge,Euston,7,2062,16800,17492.17884
Redbridge,Euston Square,17,2062,8093,17668.28785
Redbridge,Fairlop,2,2062,182,6114.78514
Redbridge,Farringdon,21,2062,25592,14943.76962
Redbridge,Finchley Central,2,2062,1921,27611.66241
Redbridge,Finchley Road,0,2062,3417,22360.02465
Redbridge,Finsbury Park,3,2062,6769,16104.30012
Redbridge,Fulham Broadway,3,2062,4200,24424.9431
Redbridge,Gants Hill,8,2062,601,1457.743762
Redbridge,Gloucester Road,2,2062,5194,22004.67082
Redbridge,Golders Green,1,2062,1871,24461.38475
Redbridge,Goodge Street,3,2062,6457,18134.68033
Redbridge,Grange Hill,0,2062,76,8101.117316
Redbridge,Great Portland Street,6,2062,6936,18288.24806
Redbridge,Green Park,12,2062,26754,18657.14242
Redbridge,Greenford,0,2062,1157,34647.59329
Redbridge,Gunnersbury,3,2062,4775,29014.8969
Redbridge,Hainault,6,2062,356,6993.468706
Redbridge,Hammersmith,10,2062,18250,25313.42218
Redbridge,Hampstead,0,2062,2010,22075.65884
Redbridge,Hanger Lane,1,2062,1493,30821.27296
Redbridge,Harrow-on-the-Hill,0,2062,3019,32645.82882
Redbridge,Hatton Cross,1,2062,1219,41758.40847
Redbridge,Heathrow Terminal 5,0,2062,975,46626.4379
Redbridge,Heathrow Terminals 2 & 3,1,2062,2406,44171.15942
Redbridge,Hendon Central,3,2062,1878,27110.08119
Redbridge,High Street Kensington,6,2062,5427,23009.78961
Redbridge,Highbury & Islington,0,2062,25385,14046.95616
Redbridge,Holborn,49,2062,22346,16693.1463
Redbridge,Holland Park,2,2062,2063,23017.09526
Redbridge,Holloway Road,2,2062,1696,17543.76195
Redbridge,Hounslow Central,0,2062,708,37475.85112
Redbridge,Hounslow West,0,2062,401,38954.93481
Redbridge,Hyde Park Corner,1,2062,2410,19437.03172
Redbridge,Kennington,0,2062,1161,17245.01733
Redbridge,Kentish Town,1,2062,3404,20143.74329
Redbridge,Kilburn,0,2062,1953,22619.91173
Redbridge,Kilburn Park,2,2062,823,23510.55919
Redbridge,King's Cross St. Pancras,31,2062,33330,16628.80917
Redbridge,Kingsbury,1,2062,1018,31106.59955
Redbridge,Knightsbridge,13,2062,6821,20020.9853
Redbridge,Lambeth North,1,2062,1319,17299.63005
Redbridge,Lancaster Gate,9,2062,1820,20820.88925
Redbridge,Leicester Square,5,2062,8847,17691.61817
Redbridge,Leyton,25,2062,1447,4511.679668
Redbridge,Leytonstone,33,2062,1844,2847.836108
Redbridge,Liverpool Street,139,2062,61122,13341.48386
Redbridge,London Bridge,36,2062,29930,15069.71492
Redbridge,Loughton,3,2062,655,11702.84613
Redbridge,Manor House,1,2062,1311,17220.41374
Redbridge,Marble Arch,13,2062,6145,19602.28706
Redbridge,Marylebone,3,2062,4250,19653.36584
Redbridge,Mile End,23,2062,3759,9448.023986
Redbridge,Moorgate,8,2062,24574,13775.57131
Redbridge,Morden,1,2062,1447,29406.47275
Redbridge,Mornington Crescent,3,2062,2927,18275.56744
Redbridge,Newbury Park,14,2062,559,3815.500883
Redbridge,North Acton,3,2062,3168,28366.97961
Redbridge,North Greenwich,11,2062,6276,11811.55563
Redbridge,Northolt,0,2062,663,36466.05955
Redbridge,Northwick Park,1,2062,1713,31342.69696
Redbridge,Notting Hill Gate,8,2062,5490,22317.3618
Redbridge,Old Street,11,2062,15897,14629.09103
Redbridge,Oval,3,2062,2544,18160.17501
Redbridge,Oxford Circus,48,2062,44368,18364.51026
Redbridge,Paddington,9,2062,20198,20938.53915
Redbridge,Parsons Green,1,2062,2711,25127.28143
Redbridge,Piccadilly Circus,7,2062,13641,17879.51633
Redbridge,Pimlico,5,2062,5585,20314.23411
Redbridge,Plaistow,0,2062,1049,9246.367603
Redbridge,Putney Bridge,1,2062,2494,26121.74378
Redbridge,Queen's Park,0,2062,2167,23364.48256
Redbridge,Queensbury,1,2062,439,32352.59479
Redbridge,Queensway,6,2062,1882,21679.03887
Redbridge,Ravenscourt Park,0,2062,1895,26153.5251
Redbridge,Regent's Park,1,2062,3364,19342.56089
Redbridge,Richmond,2,2062,5397,32963.34108
Redbridge,Roding Valley,4,2062,84,8926.19251
Redbridge,Russell Square,6,2062,5172,17399.58061
Redbridge,Shepherd's Bush,18,2062,9890,23928.77468
Redbridge,Sloane Square,5,2062,8229,20080.11497
Redbridge,Snaresbrook,1,2062,512,4505.986725
Redbridge,South Kensington,13,2062,15325,21253.33734
Redbridge,South Wimbledon,2,2062,1361,27873.22644
Redbridge,South Woodford,7,2062,766,5821.807461
Redbridge,Southfields,0,2062,1351,28811.19747
Redbridge,Southwark,20,2062,10326,16168.064
Redbridge,St. James's Park,25,2062,13339,18137.05036
Redbridge,St. John's Wood,4,2062,3982,21253.9976
Redbridge,St. Paul's,87,2062,13446,15032.51139
Redbridge,Stepney Green,9,2062,1879,10477.29636
Redbridge,Stockwell,2,2062,1623,19444.19955
Redbridge,Stratford,343,2062,55954,6643.022594
Redbridge,Swiss Cottage,2,2062,2598,22223.9379
Redbridge,Temple,2,2062,6780,16172.78307
Redbridge,Tooting Bec,1,2062,1239,24439.37718
Redbridge,Tooting Broadway,5,2062,4506,25514.33862
Redbridge,Tottenham Court Road,38,2062,19126,17490.20796
Redbridge,Tower Hill,14,2062,8286,13360.0286
Redbridge,Tufnell Park,0,2062,557,20908.3443
Redbridge,Upton Park,4,2062,1642,10567.44625
Redbridge,Uxbridge,3,2062,4316,43930.77666
Redbridge,Vauxhall,14,2062,16242,20951.05526
Redbridge,Victoria,39,2062,33251,18914.35595
Redbridge,Wanstead,21,2062,419,1180.385556
Redbridge,Warren Street,7,2062,17309,18038.38004
Redbridge,Warwick Avenue,1,2062,1174,21871.16509
Redbridge,Waterloo,39,2062,23466,16725.94099
Redbridge,Wembley Park,6,2062,5759,28189.82799
Redbridge,West Brompton,5,2062,5859,23482.18122
Redbridge,West Ham,2,2062,5487,8316.532109
Redbridge,West Hampstead,0,2062,5856,21604.29012
Redbridge,West Kensington,1,2062,1345,23858.85733
Redbridge,Westbourne Park,0,2062,1347,22845.23991
Redbridge,Westminster,23,2062,15466,17576.30102
Redbridge,White City,8,2062,5966,25229.27578
Redbridge,Whitechapel,84,2062,17633,11557.46055
Redbridge,Willesden Green,0,2062,830,23804.96966
Redbridge,Willesden Junction,0,2062,4165,25827.48926
Redbridge,Wimbledon,1,2062,6295,31826.7595
Redbridge,Wood Green,1,2062,2146,20472.89873
Redbridge,Woodford,5,2062,706,7533.762377
Regent's Park,Acton Town,1,371,2202,12892.93564
Regent's Park,Aldgate East,0,371,7932,6838.538769
Regent's Park,Alperton,0,371,741,17866.02359
Regent's Park,Amersham,0,371,256,39360.63891
Regent's Park,Angel,0,371,8103,4462.117114
Regent's Park,Arnos Grove,0,371,748,14599.53705
Regent's Park,Baker Street,1,371,14973,795.5400496
Regent's Park,Balham,0,371,3814,10950.29123
Regent's Park,Bank and Monument,8,371,78549,5159.574341
Regent's Park,Barbican,0,371,9134,5600.706774
Regent's Park,Barking,0,371,7004,18730.71191
Regent's Park,Barkingside,0,371,262,24288.61619
Regent's Park,Barons Court,2,371,2956,7819.528069
Regent's Park,Bayswater,0,371,615,4517.832745
Regent's Park,Becontree,0,371,456,22025.16429
Regent's Park,Bermondsey,1,371,3172,7466.050848
Regent's Park,Bethnal Green,0,371,4660,8409.369027
Regent's Park,Blackfriars,6,371,10849,4400.654765
Regent's Park,Blackhorse Road,0,371,2955,13344.89132
Regent's Park,Bond Street,1,371,20967,1532.391193
Regent's Park,Borough,0,371,3254,5892.818177
Regent's Park,Boston Manor,0,371,892,16404.67229
Regent's Park,Bounds Green,0,371,778,13245.29456
Regent's Park,Bow Road,0,371,1193,10536.24156
Regent's Park,Brixton,3,371,5084,8517.016567
Regent's Park,Bromley-by-Bow,0,371,1613,11545.01147
Regent's Park,Buckhurst Hill,0,371,228,23514.2604
Regent's Park,Caledonian Road,0,371,1803,5316.498758
Regent's Park,Camden Town,0,371,6348,4047.565086
Regent's Park,Canada Water,3,371,20443,8455.567768
Regent's Park,Canary Wharf,10,371,58772,10546.99677
Regent's Park,Canning Town,1,371,15428,12594.79425
Regent's Park,Cannon Street,2,371,4698,5309.097767
Regent's Park,Canons Park,0,371,526,17452.62536
Regent's Park,Chalfont & Latimer,0,371,554,35974.97876
Regent's Park,Chancery Lane,3,371,15391,3214.898304
Regent's Park,Charing Cross,25,371,7016,2513.689142
Regent's Park,Chiswick Park,0,371,1517,11620.7664
Regent's Park,Chorleywood,0,371,702,32462.12547
Regent's Park,Clapham Common,0,371,2020,8525.338396
Regent's Park,Clapham North,0,371,1238,7882.580905
Regent's Park,Clapham South,0,371,1513,9777.656629
Regent's Park,Cockfosters,0,371,262,19788.30883
Regent's Park,Colindale,0,371,2081,14444.38201
Regent's Park,Colliers Wood,0,371,865,14280.83778
Regent's Park,Covent Garden,1,371,4355,2682.103407
Regent's Park,Dagenham East,0,371,649,24732.59286
Regent's Park,Dagenham Heathway,0,371,1108,23453.36507
Regent's Park,Debden,0,371,865,27401.85189
Regent's Park,Dollis Hill,0,371,847,8532.700741
Regent's Park,Ealing Broadway,0,371,4846,14408.91692
Regent's Park,Ealing Common,0,371,915,13919.55847
Regent's Park,Earl's Court,1,371,6613,6314.730004
Regent's Park,East Acton,0,371,1505,9800.000659
Regent's Park,East Ham,0,371,2062,16308.41698
Regent's Park,East Putney,0,371,1877,10580.24734
Regent's Park,Eastcote,0,371,364,20477.88755
Regent's Park,Edgware Road,2,371,6868,1830.380417
Regent's Park,Elephant & Castle,15,371,6427,5192.857633
Regent's Park,Elm Park,0,371,269,27028.38122
Regent's Park,Embankment,11,371,10220,2854.019963
Regent's Park,Epping,0,371,498,33349.44674
Regent's Park,Euston,0,371,16800,2673.966276
Regent's Park,Farringdon,0,371,25592,5139.79683
Regent's Park,Finchley Central,0,371,1921,12793.44985
Regent's Park,Finchley Road,1,371,3417,4330.177297
Regent's Park,Finsbury Park,0,371,6769,7371.25803
Regent's Park,Fulham Broadway,0,371,4200,7824.881072
Regent's Park,Gants Hill,0,371,601,20800.30465
Regent's Park,Gloucester Road,3,371,5194,5404.60879
Regent's Park,Green Park,5,371,26754,1988.617103
Regent's Park,Greenford,0,371,1157,17261.13366
Regent's Park,Gunnersbury,0,371,4775,12217.71142
Regent's Park,Hainault,0,371,356,26336.0296
Regent's Park,Hammersmith,0,371,18250,8516.236703
Regent's Park,Hanger Lane,0,371,1493,13434.81332
Regent's Park,Harlesden,1,371,1668,9881.970418
Regent's Park,Harrow & Wealdstone,0,371,1335,18546.5605
Regent's Park,Harrow-on-the-Hill,0,371,3019,16052.55205
Regent's Park,Hatton Cross,2,371,1219,24961.22299
Regent's Park,Heathrow Terminal 5,0,371,975,29829.25242
Regent's Park,Heathrow Terminals 2 & 3,0,371,2406,27373.97394
Regent's Park,Hendon Central,0,371,1878,12291.86863
Regent's Park,High Street Kensington,2,371,5427,5891.5477
Regent's Park,Highbury & Islington,1,371,25385,5863.651403
Regent's Park,Holborn,8,371,22346,2649.414591
Regent's Park,Holland Park,0,371,2063,5630.635628
Regent's Park,Holloway Road,0,371,1696,5931.796201
Regent's Park,Hounslow Central,0,371,708,20678.66564
Regent's Park,Hounslow East,2,371,843,19932.98126
Regent's Park,Hounslow West,0,371,401,22157.74933
Regent's Park,Hyde Park Corner,0,371,2410,2768.506404
Regent's Park,Kennington,1,371,1161,5383.646811
Regent's Park,Kensal Green,0,371,472,7385.488339
Regent's Park,Kenton,0,371,768,16765.88851
Regent's Park,Kew Gardens,0,371,792,13997.99234
Regent's Park,Kilburn,0,371,1953,6101.533429
Regent's Park,Kilburn Park,3,371,823,5191.031727
Regent's Park,King's Cross St. Pancras,0,371,33330,3281.798393
Regent's Park,Kingsbury,0,371,1018,14513.32278
Regent's Park,Knightsbridge,5,371,6821,3352.459992
Regent's Park,Lambeth North,7,371,1319,4197.137351
Regent's Park,Lancaster Gate,0,371,1820,3434.429613
Regent's Park,Leicester Square,0,371,8847,2316.572108
Regent's Park,Leyton,0,371,1447,14830.88122
Regent's Park,Leytonstone,0,371,1844,16494.72478
Regent's Park,Liverpool Street,2,371,61122,6001.077025
Regent's Park,London Bridge,6,371,29930,5378.224309
Regent's Park,Loughton,0,371,655,25349.7348
Regent's Park,Maida Vale,6,371,949,4339.250204
Regent's Park,Manor House,0,371,1311,8487.371658
Regent's Park,Mansion House,7,371,7815,5060.919061
Regent's Park,Marble Arch,1,371,6145,2215.827428
Regent's Park,Marylebone,7,371,4250,1333.838375
Regent's Park,Mile End,0,371,3759,9911.309399
Regent's Park,Moor Park,0,371,550,25513.55277
Regent's Park,Moorgate,0,371,24574,5936.403803
Regent's Park,Morden,1,371,1447,16892.55222
Regent's Park,Neasden,0,371,732,9318.283754
Regent's Park,Newbury Park,0,371,559,23158.06177
Regent's Park,North Acton,0,371,3168,10980.51997
Regent's Park,North Greenwich,1,371,6276,12376.78006
Regent's Park,North Harrow,0,371,190,18032.18077
Regent's Park,North Wembley,0,371,365,14443.1741
Regent's Park,Northfields,0,371,864,15473.82015
Regent's Park,Northolt,0,371,663,19079.59992
Regent's Park,Northwick Park,0,371,1713,14749.42019
Regent's Park,Notting Hill Gate,1,371,5490,4930.902165
Regent's Park,Oakwood,0,371,423,18444.33049
Regent's Park,Old Street,0,371,15897,5982.771874
Regent's Park,Osterley,0,371,521,18965.48658
