station_origin,station_destination,flows,population,jobs,distance
Bond Street,Borough,0,2038,3254,5469.108114
Bond Street,Boston Manor,0,2038,892,15762.09095
Bond Street,Bounds Green,1,2038,778,13077.12205
Bond Street,Bow Road,0,2038,1193,10112.5315
Bond Street,Brent Cross,0,2038,450,10734.55122
Bond Street,Brixton,11,2038,5084,7677.311777
Bond Street,Bromley-by-Bow,1,2038,1613,11121.30141
Bond Street,Buckhurst Hill,0,2038,228,23090.55033
Bond Street,Burnt Oak,0,2038,649,15327.094
Bond Street,Caledonian Road,1,2038,1803,5148.326253
Bond Street,Camden Town,3,2038,6348,3623.855024
Bond Street,Canada Water,38,2038,20443,8031.857706
Bond Street,Canary Wharf,286,2038,58772,10123.28671
Bond Street,Canning Town,58,2038,15428,12171.08419
Bond Street,Cannon Street,0,2038,4698,4885.387704
Bond Street,Canons Park,3,2038,526,18401.36354
Bond Street,Chalfont & Latimer,0,2038,554,36923.71694
Bond Street,Chalk Farm,0,2038,1329,4617.632171
Bond Street,Chancery Lane,79,2038,15391,2791.188241
Bond Street,Charing Cross,2,2038,7016,2089.979079
Bond Street,Chesham,0,2038,243,43239.65333
Bond Street,Chigwell,0,2038,148,24338.03049
Bond Street,Chiswick Park,0,2038,1517,10978.18506
Bond Street,Chorleywood,0,2038,702,33410.86365
Bond Street,Clapham Common,1,2038,2020,7685.633606
Bond Street,Clapham North,0,2038,1238,7042.876114
Bond Street,Clapham South,0,2038,1513,8937.951839
Bond Street,Cockfosters,0,2038,262,19620.13633
Bond Street,Colindale,0,2038,2081,14020.67195
Bond Street,Colliers Wood,0,2038,865,13441.13299
Bond Street,Covent Garden,3,2038,4355,2258.393345
Bond Street,Croxley,0,2038,340,29372.4416
Bond Street,Dagenham East,0,2038,649,24308.8828
Bond Street,Dagenham Heathway,2,2038,1108,23029.65501
Bond Street,Debden,0,2038,865,26978.14183
Bond Street,Dollis Hill,2,2038,847,9481.438922
Bond Street,Ealing Broadway,15,2038,4846,12876.52572
Bond Street,Ealing Common,0,2038,915,13276.97713
Bond Street,Earl's Court,4,2038,6613,5475.025214
Bond Street,East Acton,5,2038,1505,8267.609465
Bond Street,East Finchley,2,2038,1253,9999.183241
Bond Street,East Ham,11,2038,2062,15884.70692
Bond Street,East Putney,1,2038,1877,9740.542553
Bond Street,Eastcote,0,2038,364,21426.62573
Bond Street,Edgware,0,2038,772,16845.22367
Bond Street,Edgware Road,1,2038,6868,2779.118598
Bond Street,Elephant & Castle,2,2038,6427,4769.14757
Bond Street,Elm Park,0,2038,269,26604.67115
Bond Street,Embankment,1,2038,10220,2430.3099
Bond Street,Epping,1,2038,498,32925.73667
Bond Street,Euston,5,2038,16800,2250.256214
Bond Street,Euston Square,0,2038,8093,3191.057894
Bond Street,Fairlop,0,2038,182,25033.63597
Bond Street,Farringdon,3,2038,25592,4971.624325
Bond Street,Finchley Central,1,2038,1921,12369.73979
Bond Street,Finchley Road,16,2038,3417,5278.915478
Bond Street,Finsbury Park,2,2038,6769,7203.085525
Bond Street,Fulham Broadway,2,2038,4200,6985.176282
Bond Street,Gants Hill,3,2038,601,20376.59459
Bond Street,Gloucester Road,4,2038,5194,4564.904
Bond Street,Golders Green,0,2038,1871,9219.462122
Bond Street,Goldhawk Road,0,2038,370,8459.385549
Bond Street,Goodge Street,0,2038,6457,2073.115241
Bond Street,Grange Hill,0,2038,76,25684.94322
Bond Street,Great Portland Street,2,2038,6936,2571.097676
Bond Street,Green Park,23,2038,26754,1148.912313
Bond Street,Greenford,2,2038,1157,15728.74247
Bond Street,Gunnersbury,1,2038,4775,11575.13008
Bond Street,Hainault,1,2038,356,25912.31953
Bond Street,Hammersmith,11,2038,18250,7873.655365
Bond Street,Hampstead,1,2038,2010,6833.736214
Bond Street,Hanger Lane,6,2038,1493,11902.42213
Bond Street,Harlesden,0,2038,1668,10060.48996
Bond Street,Harrow & Wealdstone,0,2038,1335,18725.08004
Bond Street,Harrow-on-the-Hill,4,2038,3019,17001.29023
Bond Street,Hatton Cross,1,2038,1219,24318.64166
Bond Street,Heathrow Terminal 4,0,2038,693,26194.97435
Bond Street,Heathrow Terminal 5,1,2038,975,29186.67108
Bond Street,Heathrow Terminals 2 & 3,3,2038,2406,26731.3926
Bond Street,Hendon Central,0,2038,1878,11868.15857
Bond Street,High Barnet,1,2038,953,18622.73728
Bond Street,High Street Kensington,8,2038,5427,4359.156507
Bond Street,Highbury & Islington,5,2038,25385,5695.478897
Bond Street,Highgate,0,2038,856,8250.162583
Bond Street,Hillingdon,0,2038,318,26141.84294
Bond Street,Holborn,62,2038,22346,2225.704528
Bond Street,Holland Park,11,2038,2063,4098.244435
Bond Street,Holloway Road,0,2038,1696,5763.623696
Bond Street,Hornchurch,0,2038,451,28148.99836
Bond Street,Hounslow Central,0,2038,708,20036.0843
Bond Street,Hounslow East,0,2038,843,19290.39992
Bond Street,Hounslow West,1,2038,401,21515.16799
Bond Street,Hyde Park Corner,1,2038,2410,1928.801613
Bond Street,Ickenham,0,2038,282,25017.40575
Bond Street,Kennington,2,2038,1161,4959.936749
Bond Street,Kensal Green,0,2038,472,8334.22652
Bond Street,Kensington,0,2038,2252,6008.653995
Bond Street,Kentish Town,0,2038,3404,4901.820667
Bond Street,Kenton,0,2038,768,16944.40805
Bond Street,Kew Gardens,1,2038,792,13355.411
Bond Street,Kilburn,9,2038,1953,7050.27161
Bond Street,Kilburn Park,0,2038,823,6139.769908
Bond Street,King's Cross St. Pancras,10,2038,33330,3113.625887
Bond Street,Kingsbury,2,2038,1018,15462.06096
Bond Street,Knightsbridge,8,2038,6821,2512.755202
Bond Street,Ladbroke Grove,0,2038,2131,6280.390561
Bond Street,Lambeth North,0,2038,1319,3773.427288
Bond Street,Lancaster Gate,7,2038,1820,1902.03842
Bond Street,Latimer Road,0,2038,1109,6939.971096
Bond Street,Leicester Square,1,2038,8847,1892.862045
Bond Street,Leyton,4,2038,1447,14407.17116
Bond Street,Leytonstone,5,2038,1844,16071.01472
Bond Street,Liverpool Street,136,2038,61122,5577.366962
Bond Street,London Bridge,145,2038,29930,4954.514247
Bond Street,Loughton,0,2038,655,24926.02474
Bond Street,Maida Vale,0,2038,949,5287.988385
Bond Street,Manor House,3,2038,1311,8319.199152
Bond Street,Mansion House,1,2038,7815,4637.208998
Bond Street,Marble Arch,4,2038,6145,683.4362348
Bond Street,Marylebone,5,2038,4250,2282.576557
Bond Street,Mile End,10,2038,3759,9487.599336
Bond Street,Mill Hill East,0,2038,681,13891.94223
Bond Street,Moor Park,0,2038,550,26462.29095
Bond Street,Moorgate,2,2038,24574,5512.69374
Bond Street,Morden,0,2038,1447,16052.84743
Bond Street,Mornington Crescent,1,2038,2927,3033.644811
Bond Street,Neasden,6,2038,732,10267.02194
Bond Street,Newbury Park,2,2038,559,22734.35171
Bond Street,North Acton,7,2038,3168,9448.128782
Bond Street,North Ealing,0,2038,332,14201.38559
Bond Street,North Greenwich,34,2038,6276,11953.07
Bond Street,North Harrow,0,2038,190,18980.91895
Bond Street,North Wembley,0,2038,365,14621.69365
Bond Street,Northfields,0,2038,864,14831.23881
Bond Street,Northolt,4,2038,663,17547.20873
Bond Street,Northwick Park,0,2038,1713,15698.15837
Bond Street,Northwood,0,2038,1018,24243.99184
Bond Street,Northwood Hills,0,2038,488,22657.32295
Bond Street,Notting Hill Gate,22,2038,5490,3398.510972
Bond Street,Oakwood,0,2038,423,18276.15798
Bond Street,Old Street,12,2038,15897,5814.599368
Bond Street,Osterley,0,2038,521,18322.90525
Bond Street,Oval,0,2038,2544,5875.094433
Bond Street,Oxford Circus,5,2038,44368,554.3405653
Bond Street,Paddington,9,2038,20198,3567.749875
Bond Street,Park Royal,0,2038,1552,15301.04404
Bond Street,Parsons Green,1,2038,2711,7687.514613
Bond Street,Perivale,2,2038,532,14132.30735
Bond Street,Piccadilly Circus,2,2038,13641,1518.17064
Bond Street,Pimlico,3,2038,5585,3758.390273
Bond Street,Pinner,0,2038,292,20498.67436
Bond Street,Plaistow,2,2038,1049,13263.38245
Bond Street,Preston Road,1,2038,411,13965.02457
Bond Street,Putney Bridge,3,2038,2494,8681.976962
Bond Street,Queen's Park,3,2038,2167,6949.600859
Bond Street,Queensbury,2,2038,439,16708.0562
Bond Street,Queensway,10,2038,1882,2760.188041
Bond Street,Ravenscourt Park,0,2038,1895,8713.758283
Bond Street,Rayners Lane,0,2038,426,19607.27135
Bond Street,Redbridge,1,2038,198,18918.85083
Bond Street,Regent's Park,0,2038,3364,1532.391193
Bond Street,Richmond,1,2038,5397,15523.57426
Bond Street,Rickmansworth,0,2038,937,29859.51041
Bond Street,Roding Valley,0,2038,84,22149.37112
Bond Street,Royal Oak,0,2038,856,4505.046388
Bond Street,Ruislip,0,2038,257,23231.75077
Bond Street,Ruislip Gardens,0,2038,167,20757.08497
Bond Street,Ruislip Manor,0,2038,408,22552.86478
Bond Street,Russell Square,1,2038,5172,2932.138844
Bond Street,Seven Sisters,7,2038,10191,10608.97391
Bond Street,Shepherd's Bush,30,2038,9890,5009.923856
Bond Street,Shepherd's Bush Market,0,2038,416,8020.096127
Bond Street,Sloane Square,6,2038,8229,3524.271135
Bond Street,Snaresbrook,1,2038,512,17729.16534
Bond Street,South Ealing,0,2038,670,14378.29352
Bond Street,South Harrow,0,2038,387,21412.82806
Bond Street,South Kensington,10,2038,15325,3813.57052
Bond Street,South Kenton,0,2038,261,15557.43882
Bond Street,South Ruislip,1,2038,289,19871.19925
Bond Street,South Wimbledon,1,2038,1361,14519.60112
Bond Street,South Woodford,0,2038,766,19044.98607
Bond Street,Southfields,0,2038,1351,11371.43065
Bond Street,Southgate,1,2038,874,16410.51313
Bond Street,Southwark,58,2038,10326,3856.165162
Bond Street,St. James's Park,6,2038,13339,3133.441848
Bond Street,St. John's Wood,21,2038,3982,3883.208324
Bond Street,St. Paul's,121,2038,13446,3886.339438
Bond Street,Stamford Brook,0,2038,784,9423.047837
Bond Street,Stanmore,3,2038,983,19821.03302
Bond Street,Stepney Green,0,2038,1879,8458.326959
Bond Street,Stockwell,1,2038,1623,6090.574236
Bond Street,Stonebridge Park,0,2038,729,11555.43874
Bond Street,Stratford,48,2038,55954,12275.82823
Bond Street,Sudbury Hill,0,2038,277,20500.85615
Bond Street,Sudbury Town,0,2038,218,18883.79953
Bond Street,Swiss Cottage,10,2038,2598,4853.148616
Bond Street,Temple,3,2038,6780,3224.903902
Bond Street,Theydon Bois,0,2038,98,30300.25299
Bond Street,Tooting Bec,0,2038,1239,11085.75186
Bond Street,Tooting Broadway,1,2038,4506,12160.7133
Bond Street,Tottenham Court Road,23,2038,19126,1428.642871
Bond Street,Tottenham Hale,1,2038,3239,11762.51308
Bond Street,Totteridge & Whetstone,0,2038,287,16030.10678
Bond Street,Tower Hill,7,2038,8286,5575.594722
Bond Street,Tufnell Park,0,2038,557,5666.421675
Bond Street,Turnham Green,0,2038,1515,10027.81208
Bond Street,Turnpike Lane,1,2038,992,10640.85851
Bond Street,Upminster,0,2038,1132,30686.71048
Bond Street,Upminster Bridge,0,2038,568,29375.92784
Bond Street,Upney,0,2038,485,19674.29733
Bond Street,Upton Park,6,2038,1642,14584.46109
Bond Street,Uxbridge,3,2038,4316,28286.23807
Bond Street,Vauxhall,11,2038,16242,4583.718526
Bond Street,Victoria,34,2038,33251,2358.512122
Bond Street,Walthamstow Central,1,2038,5271,14735.78256
Bond Street,Wanstead,0,2038,419,17738.46527
Bond Street,Warren Street,2,2038,17309,1704.055012
Bond Street,Warwick Avenue,2,2038,1174,4500.375815
Bond Street,Waterloo,79,2038,23466,3199.738232
Bond Street,Watford,0,2038,961,31427.32012
Bond Street,Wembley Central,0,2038,1327,13273.5372
Bond Street,Wembley Park,8,2038,5759,12545.28941
Bond Street,West Acton,1,2038,488,11259.62356
Bond Street,West Brompton,0,2038,5859,6042.414405
Bond Street,West Finchley,0,2038,91,13606.53073
Bond Street,West Ham,13,2038,5487,12333.54695
Bond Street,West Hampstead,16,2038,5856,6034.650003
Bond Street,West Harrow,0,2038,122,18243.15892
Bond Street,West Kensington,0,2038,1345,6419.090508
Bond Street,West Ruislip,0,2038,194,22881.47817
Bond Street,Westbourne Park,1,2038,1347,5474.450634
Bond Street,Westminster,48,2038,15466,2572.692508
Bond Street,White City,12,2038,5966,6310.424949
Bond Street,Whitechapel,1,2038,17633,7378.162775
Bond Street,Willesden Green,6,2038,830,8235.32954
Bond Street,Willesden Junction,0,2038,4165,8916.256768
Bond Street,Wimbledon,0,2038,6295,14386.99268
Bond Street,Wimbledon Park,0,2038,596,12731.08042
Bond Street,Wood Green,3,2038,2146,11571.68414
Bond Street,Woodford,1,2038,706,20756.94099
Bond Street,Woodside Park,0,2038,745,14553.00508
Borough,Acton Town,0,1346,2202,15233.55001
Borough,Aldgate,3,1346,7782,2838.239479
Borough,Aldgate East,6,1346,7932,3080.286666
Borough,Amersham,0,1346,256,45253.45708
Borough,Angel,54,1346,8103,4552.326179
Borough,Archway,4,1346,2193,10477.41969
Borough,Arnos Grove,0,1346,748,16522.0871
Borough,Arsenal,0,1346,315,8521.055392
Borough,Baker Street,7,1346,14973,6688.358226
Borough,Balham,14,1346,3814,7879.902968
Borough,Bank and Monument,74,1346,78549,1401.322238
Borough,Barbican,6,1346,9134,2885.440066
Borough,Barking,1,1346,7004,14972.4598
Borough,Barkingside,0,1346,262,20530.36409
Borough,Barons Court,1,1346,2956,9963.018988
Borough,Becontree,0,1346,456,18266.91219
Borough,Belsize Park,8,1346,2255,9473.195018
Borough,Bermondsey,0,1346,3172,2602.420406
Borough,Bethnal Green,4,1346,4660,4651.116924
Borough,Blackfriars,1,1346,10849,2639.077957
Borough,Blackhorse Road,1,1346,2955,14184.04772
Borough,Bond Street,3,1346,20967,5469.108114
Borough,Bounds Green,1,1346,778,15167.84461
Borough,Bow Road,0,1346,1193,6777.989462
Borough,Brent Cross,0,1346,450,14552.01313
Borough,Brixton,17,1346,5084,5446.628305
Borough,Bromley-by-Bow,1,1346,1613,7786.759371
Borough,Buckhurst Hill,0,1346,228,19756.00829
Borough,Burnt Oak,1,1346,649,19144.5559
Borough,Caledonian Road,3,1346,1803,7239.048813
Borough,Camden Town,28,1346,6348,7441.316931
Borough,Canada Water,1,1346,20443,3591.937326
Borough,Canary Wharf,23,1346,58772,6193.803603
Borough,Canning Town,4,1346,15428,8836.542149
Borough,Chalk Farm,4,1346,1329,8435.094078
Borough,Chancery Lane,23,1346,15391,3345.998276
Borough,Charing Cross,15,1346,7016,3379.129034
Borough,Chigwell,1,1346,148,21003.48845
Borough,Chiswick Park,0,1346,1517,13961.38077
Borough,Chorleywood,0,1346,702,38354.94364
Borough,Clapham Common,13,1346,2020,5454.950134
Borough,Clapham North,9,1346,1238,4812.192643
Borough,Clapham South,8,1346,1513,6707.268367
Borough,Cockfosters,0,1346,262,21710.85889
Borough,Colindale,4,1346,2081,17838.13385
Borough,Colliers Wood,3,1346,865,11210.44952
Borough,Covent Garden,1,1346,4355,4206.73515
Borough,Dagenham East,0,1346,649,20974.34076
Borough,Dagenham Heathway,0,1346,1108,19695.11297
Borough,Debden,0,1346,865,23643.59979
Borough,Ealing Broadway,1,1346,4846,17825.46993
Borough,Ealing Common,0,1346,915,16260.17284
Borough,Earl's Court,1,1346,6613,8458.220923
Borough,East Acton,0,1346,1505,13736.71758
Borough,East Finchley,3,1346,1253,13816.64515
Borough,East Ham,1,1346,2062,12550.16488
Borough,Eastcote,0,1346,364,26370.70573
Borough,Edgware,1,1346,772,20662.68558
Borough,Edgware Road,3,1346,6868,7723.198594
Borough,Elephant & Castle,4,1346,6427,821.1401522
Borough,Elm Park,0,1346,269,23270.12911
Borough,Embankment,10,1346,10220,3038.798214
Borough,Epping,0,1346,498,29591.19463
Borough,Euston,68,1346,16800,6067.718121
Borough,Euston Square,1,1346,8093,6243.827127
Borough,Fairlop,0,1346,182,21699.09393
Borough,Farringdon,11,1346,25592,3346.35001
Borough,Finchley Central,3,1346,1921,16187.20169
Borough,Finchley Road,1,1346,3417,10222.99547
Borough,Finsbury Park,3,1346,6769,9293.808085
Borough,Fulham Broadway,2,1346,4200,9968.371991
Borough,Gants Hill,0,1346,601,17042.05255
Borough,Gloucester Road,1,1346,5194,7548.099709
Borough,Golders Green,3,1346,1871,13036.92403
Borough,Goldhawk Road,0,1346,370,11862.44041
Borough,Goodge Street,21,1346,6457,5071.616592
Borough,Grange Hill,0,1346,76,22350.40118
Borough,Great Portland Street,2,1346,6936,6863.787345
Borough,Green Park,10,1346,26754,4543.510103
Borough,Greenford,0,1346,1157,21197.85058
Borough,Gunnersbury,1,1346,4775,14558.32579
Borough,Hainault,0,1346,356,22577.77749
Borough,Hammersmith,6,1346,18250,10856.85107
Borough,Hampstead,2,1346,2010,10651.19812
Borough,Hanger Lane,0,1346,1493,17371.53024
Borough,Harlesden,0,1346,1668,15529.59807
Borough,Harrow & Wealdstone,0,1346,1335,24194.18816
Borough,Harrow-on-the-Hill,0,1346,3019,21945.37022
Borough,Hatton Cross,1,1346,1219,27301.83736
Borough,Heathrow Terminal 5,0,1346,975,32169.86679
Borough,Heathrow Terminals 2 & 3,1,1346,2406,29714.58831
Borough,Hendon Central,6,1346,1878,15685.62047
Borough,High Barnet,2,1346,953,22440.19919
Borough,High Street Kensington,1,1346,5427,8553.218495
Borough,Highbury & Islington,0,1346,25385,7786.201457
Borough,Highgate,3,1346,856,12067.62449
Borough,Holborn,23,1346,22346,3911.481989
Borough,Holland Park,2,1346,2063,9567.352549
Borough,Holloway Road,5,1346,1696,7854.346256
Borough,Hornchurch,0,1346,451,24814.45632
Borough,Hounslow East,0,1346,843,22273.59563
Borough,Hounslow West,0,1346,401,24498.3637
Borough,Hyde Park Corner,1,1346,2410,5323.399403
Borough,Kennington,5,1346,1161,1660.708541
Borough,Kensal Green,0,1346,472,13278.30652
Borough,Kentish Town,5,1346,3404,8719.282574
Borough,Kew Gardens,0,1346,792,16338.60671
Borough,Kilburn,1,1346,1953,11994.35161
Borough,Kilburn Park,1,1346,823,11083.8499
Borough,King's Cross St. Pancras,90,1346,33330,5204.348447
Borough,Kingsbury,0,1346,1018,20406.14096
Borough,Knightsbridge,5,1346,6821,5907.352991
Borough,Ladbroke Grove,0,1346,2131,11224.47056
Borough,Lambeth North,1,1346,1319,1816.860435
Borough,Lancaster Gate,0,1346,1820,7371.146533
Borough,Latimer Road,1,1346,1109,11884.05109
Borough,Leicester Square,15,1346,8847,3841.203851
Borough,Leyton,1,1346,1447,11072.62912
Borough,Leytonstone,3,1346,1844,12736.47268
Borough,Liverpool Street,19,1346,61122,2242.824922
Borough,London Bridge,7,1346,29930,514.5938673
Borough,Loughton,0,1346,655,21591.4827
Borough,Maida Vale,0,1346,949,10232.06838
Borough,Manor House,2,1346,1311,10409.92171
Borough,Marble Arch,3,1346,6145,6152.544349
Borough,Marylebone,9,1346,4250,7226.656552
Borough,Mile End,5,1346,3759,6153.057296
Borough,Mill Hill East,1,1346,681,17709.40414
Borough,Moor Park,0,1346,550,31406.37095
Borough,Moorgate,139,1346,24574,2178.1517
Borough,Morden,7,1346,1447,13822.16396
Borough,Mornington Crescent,7,1346,2927,6851.106718
Borough,Neasden,0,1346,732,15211.10193
Borough,Newbury Park,0,1346,559,19399.80967
Borough,North Acton,1,1346,3168,14917.2369
Borough,North Greenwich,1,1346,6276,8023.586894
Borough,Northfields,0,1346,864,17814.43452
Borough,Northolt,0,1346,663,23016.31684
Borough,Northwick Park,0,1346,1713,20642.23837
Borough,Notting Hill Gate,5,1346,5490,8867.619086
Borough,Oakwood,0,1346,423,20366.88054
Borough,Old Street,87,1346,15897,3031.671419
Borough,Osterley,0,1346,521,21306.10096
Borough,Oval,14,1346,2544,2575.866226
Borough,Oxford Circus,33,1346,44368,4914.767549
Borough,Paddington,20,1346,20198,8511.829871
Borough,Parsons Green,1,1346,2711,10670.71032
Borough,Perivale,0,1346,532,19601.41546
Borough,Piccadilly Circus,19,1346,13641,3950.937474
Borough,Pimlico,7,1346,5585,5857.662995
Borough,Pinner,0,1346,292,25442.75436
Borough,Plaistow,0,1346,1049,9928.840407
Borough,Preston Road,0,1346,411,18909.10457
Borough,Putney Bridge,1,1346,2494,11665.17267
Borough,Queen's Park,1,1346,2167,11893.68085
Borough,Queensbury,1,1346,439,21652.13619
Borough,Queensway,1,1346,1882,8229.296155
Borough,Ravenscourt Park,0,1346,1895,11696.95399
Borough,Redbridge,0,1346,198,15584.30879
Borough,Regent's Park,7,1346,3364,5892.818177
Borough,Richmond,0,1346,5397,18506.76997
Borough,Royal Oak,0,1346,856,9449.126383
Borough,Ruislip Manor,0,1346,408,27496.94478
Borough,Russell Square,3,1346,5172,4617.916304
Borough,Seven Sisters,6,1346,10191,11709.24979
Borough,Shepherd's Bush,2,1346,9890,10479.03197
Borough,Shepherd's Bush Market,0,1346,416,12301.72983
Borough,Sloane Square,2,1346,8229,5623.543858
Borough,Snaresbrook,1,1346,512,14394.6233
Borough,South Ealing,0,1346,670,17361.48923
Borough,South Kensington,10,1346,15325,6796.766229
Borough,South Ruislip,1,1346,289,25340.30736
Borough,South Wimbledon,6,1346,1361,12288.91765
Borough,South Woodford,0,1346,766,15710.44403
Borough,Southfields,1,1346,1351,14354.62636
Borough,Southgate,0,1346,874,18501.23569
Borough,Southwark,0,1346,10326,1612.942952
Borough,St. James's Park,7,1346,13339,3680.479248
Borough,St. John's Wood,0,1346,3982,8827.288319
Borough,St. Paul's,3,1346,13446,2250.847079
Borough,Stamford Brook,0,1346,784,12406.24355
Borough,Stepney Green,3,1346,1879,5123.784918
Borough,Stockwell,10,1346,1623,3859.890764
Borough,Stonebridge Park,0,1346,729,17024.54685
Borough,Stratford,23,1346,55954,8941.286193
Borough,Swiss Cottage,0,1346,2598,9797.228612
Borough,Temple,18,1346,6780,3391.118756
Borough,Theydon Bois,0,1346,98,26965.71095
Borough,Tooting Bec,3,1346,1239,8855.068389
Borough,Tooting Broadway,17,1346,4506,9930.029832
Borough,Tottenham Court Road,33,1346,19126,4427.144222
Borough,Tottenham Hale,0,1346,3239,12862.78896
Borough,Totteridge & Whetstone,0,1346,287,19847.56869
Borough,Tower Hill,4,1346,8286,2241.052682
Borough,Tufnell Park,2,1346,557,9483.883582
Borough,Turnham Green,0,1346,1515,13011.00779
Borough,Turnpike Lane,0,1346,992,12731.58107
Borough,Upminster,0,1346,1132,27352.16844
Borough,Upney,0,1346,485,16339.75529
Borough,Upton Park,0,1346,1642,11249.91905
Borough,Uxbridge,0,1346,4316,33230.31807
Borough,Vauxhall,6,1346,16242,5366.746474
Borough,Victoria,46,1346,33251,4457.784844
Borough,Walthamstow Central,1,1346,5271,12624.98398
Borough,Wanstead,0,1346,419,14403.92323
Borough,Warren Street,12,1346,17309,5604.189601
Borough,Warwick Avenue,0,1346,1174,9444.45581
Borough,Waterloo,22,1346,23466,2269.369882
Borough,Wembley Central,0,1346,1327,18742.64532
Borough,Wembley Park,0,1346,5759,17489.3694
Borough,West Acton,0,1346,488,16728.73167
Borough,West Brompton,0,1346,5859,9025.610114
Borough,West Finchley,1,1346,91,17423.99264
Borough,West Ham,1,1346,5487,8999.004914
Borough,West Hampstead,0,1346,5856,10978.73
Borough,West Kensington,0,1346,1345,9402.286217
Borough,West Ruislip,0,1346,194,28350.58628
Borough,Westbourne Park,1,1346,1347,10418.53063
Borough,Westminster,2,1346,15466,3119.729908
Borough,White City,5,1346,5966,11779.53306
Borough,Whitechapel,11,1346,17633,4043.620735
Borough,Willesden Green,0,1346,830,13179.40954
Borough,Willesden Junction,2,1346,4165,14385.36488
Borough,Wimbledon,0,1346,6295,17370.18839
Borough,Wood Green,3,1346,2146,13662.4067
Borough,Woodford,0,1346,706,17422.39895
Borough,Woodside Park,1,1346,745,18370.46699
Boston Manor,Acton Town,47,1181,2202,3511.73665
Boston Manor,Aldgate,0,1181,7782,20455.78847
Boston Manor,Aldgate East,3,1181,7932,20697.83565
Boston Manor,Alperton,4,1181,741,8484.824593
Boston Manor,Angel,6,1181,8103,19275.70931
Boston Manor,Archway,0,1181,2193,21729.36234
Boston Manor,Arnos Grove,0,1181,748,29413.12924
Boston Manor,Arsenal,0,1181,315,21412.09753
Boston Manor,Baker Street,8,1181,14973,15609.13224
Boston Manor,Bank and Monument,18,1181,78549,19018.87123
Boston Manor,Barbican,6,1181,9134,20414.29897
Boston Manor,Barking,0,1181,7004,32590.00879
Boston Manor,Barons Court,30,1181,2956,8782.267676
Boston Manor,Bayswater,0,1181,615,13298.61963
Boston Manor,Belsize Park,1,1181,2255,20725.13766
Boston Manor,Bermondsey,1,1181,3172,20318.51934
Boston Manor,Bethnal Green,1,1181,4660,22268.66591
Boston Manor,Blackfriars,4,1181,10849,17849.57879
Boston Manor,Blackhorse Road,0,1181,2955,28158.48351
Boston Manor,Bond Street,6,1181,20967,15762.09095
Boston Manor,Bounds Green,1,1181,778,28058.88675
Boston Manor,Bow Road,0,1181,1193,24395.53845
Boston Manor,Brixton,2,1181,5084,19606.30147
Boston Manor,Caledonian Road,1,1181,1803,20130.09095
Boston Manor,Camden Town,1,1181,6348,18693.25958
Boston Manor,Canada Water,4,1181,20443,21308.03626
Boston Manor,Canary Wharf,18,1181,58772,23909.90253
Boston Manor,Canning Town,1,1181,15428,26454.09114
Boston Manor,Cannon Street,6,1181,4698,18758.02179
Boston Manor,Chalk Farm,0,1181,1329,19687.03672
Boston Manor,Chancery Lane,4,1181,15391,17329.45172
Boston Manor,Charing Cross,0,1181,7016,15962.61317
Boston Manor,Chiswick Park,11,1181,1517,4786.681457
Boston Manor,Clapham Common,0,1181,2020,19614.6233
Boston Manor,Colindale,0,1181,2081,29090.0765
Boston Manor,Covent Garden,13,1181,4355,16131.02743
Boston Manor,Dollis Hill,1,1181,847,20186.4172
Boston Manor,Ealing Broadway,1,1181,4846,6103.656562
Boston Manor,Ealing Common,0,1181,915,4538.359479
Boston Manor,Earl's Court,39,1181,6613,10287.06574
Boston Manor,East Finchley,1,1181,1253,25068.58779
Boston Manor,East Putney,1,1181,1877,14552.58308
Boston Manor,Eastcote,0,1181,364,16872.61523
Boston Manor,Edgware Road,3,1181,6868,14574.29188
Boston Manor,Elephant & Castle,4,1181,6427,18045.32612
Boston Manor,Embankment,4,1181,10220,16302.94399
Boston Manor,Euston,5,1181,16800,17319.66077
Boston Manor,Farringdon,4,1181,25592,19953.38902
Boston Manor,Finchley Road,0,1181,3417,17495.3628
Boston Manor,Finsbury Park,4,1181,6769,22184.85022
Boston Manor,Fulham Broadway,17,1181,4200,11797.21681
Boston Manor,Gloucester Road,11,1181,5194,11197.18696
Boston Manor,Golders Green,0,1181,1871,24288.86667
Boston Manor,Goldhawk Road,0,1181,370,8894.024925
Boston Manor,Goodge Street,3,1181,6457,16995.90887
Boston Manor,Great Portland Street,1,1181,6936,16435.95169
Boston Manor,Green Park,25,1181,26754,14613.17864
Boston Manor,Gunnersbury,0,1181,4775,7281.596871
Boston Manor,Hammersmith,173,1181,18250,7888.43559
Boston Manor,Hampstead,0,1181,2010,21903.14077
Boston Manor,Harrow-on-the-Hill,0,1181,3019,17659.24198
Boston Manor,Hatton Cross,52,1181,1219,8556.5507
Boston Manor,Heathrow Terminal 4,5,1181,693,10432.88339
Boston Manor,Heathrow Terminal 5,16,1181,975,13424.58012
Boston Manor,Heathrow Terminals 2 & 3,29,1181,2406,10969.30165
Boston Manor,Hendon Central,0,1181,1878,26937.56312
Boston Manor,High Barnet,0,1181,953,33692.14183
Boston Manor,High Street Kensington,8,1181,5427,11587.92585
Boston Manor,Highbury & Islington,1,1181,25385,20677.2436
Boston Manor,Highgate,0,1181,856,23319.56713
Boston Manor,Hillingdon,0,1181,318,21587.83244
Boston Manor,Holborn,32,1181,22346,16763.968
